id,game_id,game_date,quarter,time,play_description,home_score,away_score,team,player
1300,m9sh1b3jm0p1,2025-01-20,Q3,4:54,"Arike Ogunbowale makes two point shot",44,55,Vinyl,"Arike Ogunbowale"
1301,m9sh1b3jm0p1,2025-01-20,Q3,4:53,"Arike Ogunbowale misses free throw (1pt.)",44,55,Vinyl,"Arike Ogunbowale"
1302,m9sh1b3jm0p1,2025-01-20,Q3,4:51,"Sabrina Ionescu defensive rebound",44,55,Phantom,"Sabrina Ionescu"
1303,m9sh1b3jm0p1,2025-01-20,Q3,4:44,"Katie Lou Samuelson misses two point shot",44,55,Phantom,"Katie Lou Samuelson"
1304,m9sh1b3jm0p1,2025-01-20,Q3,4:43,"Rhyne Howard defensive rebound",44,55,Vinyl,"Rhyne Howard"
1305,m9sh1b3jm0p1,2025-01-20,Q3,4:39,"Rhyne Howard  bad pass turnover",44,55,Vinyl,"Rhyne Howard"
1306,m9sh1b3jm0p1,2025-01-20,Q3,4:36,"Sabrina Ionescu  lost ball turnover",44,55,Phantom,"Sabrina Ionescu  lost ball"
1307,m9sh1b3jm0p1,2025-01-20,Q3,4:32,"Arike Ogunbowale misses two point shot",44,55,Vinyl,"Arike Ogunbowale"
1308,m9sh1b3jm0p1,2025-01-20,Q3,4:31,"Katie Lou Samuelson defensive rebound",44,55,Phantom,"Katie Lou Samuelson"
1309,m9sh1b3jm0p1,2025-01-20,Q3,4:23,"Katie Lou Samuelson misses three point shot",44,55,Phantom,"Katie Lou Samuelson"
1310,m9sh1b3jm0p1,2025-01-20,Q3,4:22,"Rhyne Howard defensive rebound",44,55,Vinyl,"Rhyne Howard"
1311,m9sh1b3jm0p1,2025-01-20,Q3,4:13,"Natasha Cloud personal foul",44,55,Phantom,"Natasha Cloud"
1312,m9sh1b3jm0p1,2025-01-20,Q3,4:13,"Dearica Hamby makes free throw (2pt.)",44,57,Vinyl,"Dearica Hamby"
1313,m9sh1b3jm0p1,2025-01-20,Q3,4:00,"Natasha Cloud misses three point shot",44,57,Phantom,"Natasha Cloud"
1314,m9sh1b3jm0p1,2025-01-20,Q3,3:59,"Katie Lou Samuelson offensive rebound",44,57,Phantom,"Katie Lou Samuelson"
1315,m9sh1b3jm0p1,2025-01-20,Q3,3:51,"Natasha Cloud misses three point shot",44,57,Phantom,"Natasha Cloud"
1316,m9sh1b3jm0p1,2025-01-20,Q3,3:50,"Sabrina Ionescu offensive rebound",44,57,Phantom,"Sabrina Ionescu"
1317,m9sh1b3jm0p1,2025-01-20,Q3,3:48,"Katie Lou Samuelson makes two point shot",46,57,Phantom,"Katie Lou Samuelson"
1318,m9sh1b3jm0p1,2025-01-20,Q3,3:36,"Dearica Hamby assist",46,57,Vinyl,"Dearica Hamby"
1319,m9sh1b3jm0p1,2025-01-20,Q3,3:36,"Arike Ogunbowale makes three point shot",46,60,Vinyl,"Arike Ogunbowale"
1320,m9sh1b3jm0p1,2025-01-20,Q3,3:28,"Sabrina Ionescu assist",46,60,Phantom,"Sabrina Ionescu"
1321,m9sh1b3jm0p1,2025-01-20,Q3,3:28,"Katie Lou Samuelson makes two point shot",48,60,Phantom,"Katie Lou Samuelson"
1322,m9sh1b3jm0p1,2025-01-20,Q3,3:27,Timeout,48,60,NULL,NULL
1323,m9sh1b3jm0p1,2025-01-20,Q3,3:17,"Aliyah Boston assist",48,60,Vinyl,"Aliyah Boston"
1324,m9sh1b3jm0p1,2025-01-20,Q3,3:17,"Rae Burrell makes two point shot",48,62,Vinyl,"Rae Burrell"
1325,m9sh1b3jm0p1,2025-01-20,Q3,3:02,"Brittney Griner misses two point shot",48,62,Phantom,"Brittney Griner"
1326,m9sh1b3jm0p1,2025-01-20,Q3,3:00,"Aliyah Boston defensive rebound",48,62,Vinyl,"Aliyah Boston"
1327,m9sh1b3jm0p1,2025-01-20,Q3,2:55,"Rae Burrell misses two point shot",48,62,Vinyl,"Rae Burrell"
1328,m9sh1b3jm0p1,2025-01-20,Q3,2:54,"Aliyah Boston offensive rebound",48,62,Vinyl,"Aliyah Boston"
1329,m9sh1b3jm0p1,2025-01-20,Q3,2:52,"Aliyah Boston misses two point shot",48,62,Vinyl,"Aliyah Boston"
1330,m9sh1b3jm0p1,2025-01-20,Q3,2:51,"Brittney Griner defensive rebound",48,62,Phantom,"Brittney Griner"
1331,m9sh1b3jm0p1,2025-01-20,Q3,2:38,"Natisha Hiedeman makes three point shot",51,62,Phantom,"Natisha Hiedeman"
1332,m9sh1b3jm0p1,2025-01-20,Q3,2:38,"Sabrina Ionescu assist",51,62,Phantom,"Sabrina Ionescu"
1333,m9sh1b3jm0p1,2025-01-20,Q3,2:26,"Brittney Griner personal foul",51,62,Phantom,"Brittney Griner"
1334,m9sh1b3jm0p1,2025-01-20,Q3,2:26,"Rae Burrell makes free throw (2pt.)",51,64,Vinyl,"Rae Burrell"
1335,m9sh1b3jm0p1,2025-01-20,Q3,2:16,"Natisha Hiedeman misses two point shot",51,64,Phantom,"Natisha Hiedeman"
1336,m9sh1b3jm0p1,2025-01-20,Q3,2:15,"Aliyah Boston defensive rebound",51,64,Vinyl,"Aliyah Boston"
1337,m9sh1b3jm0p1,2025-01-20,Q3,2:11,"Sabrina Ionescu personal foul",51,64,Phantom,"Sabrina Ionescu"
1338,m9sh1b3jm0p1,2025-01-20,Q3,2:11,"Jordin Canada makes free throw (2pt.)",51,66,Vinyl,"Jordin Canada"
1339,m9sh1b3jm0p1,2025-01-20,Q3,1:57,"Brittney Griner makes two point shot",53,66,Phantom,"Brittney Griner"
1340,m9sh1b3jm0p1,2025-01-20,Q3,1:46,"Aliyah Boston makes two point shot",53,68,Vinyl,"Aliyah Boston"
1341,m9sh1b3jm0p1,2025-01-20,Q3,1:46,"Rae Burrell assist",53,68,Vinyl,"Rae Burrell"
1342,m9sh1b3jm0p1,2025-01-20,Q3,1:32,"Brittney Griner makes two point shot",55,68,Phantom,"Brittney Griner"
1343,m9sh1b3jm0p1,2025-01-20,Q3,1:20,"Rae Burrell assist",55,68,Vinyl,"Rae Burrell"
1344,m9sh1b3jm0p1,2025-01-20,Q3,1:20,"Aliyah Boston makes two point shot",55,70,Vinyl,"Aliyah Boston"
1345,m9sh1b3jm0p1,2025-01-20,Q3,1:20,"Brittney Griner personal foul",55,70,Phantom,"Brittney Griner"
1346,m9sh1b3jm0p1,2025-01-20,Q3,1:20,"Aliyah Boston makes free throw (1pt.)",55,71,Vinyl,"Aliyah Boston"
1347,m9sh1b3jm0p1,2025-01-20,Q3,1:08,"Natisha Hiedeman makes two point shot",57,71,Phantom,"Natisha Hiedeman"
1348,m9sh1b3jm0p1,2025-01-20,Q3,1:00,"Natisha Hiedeman personal foul",57,71,Phantom,"Natisha Hiedeman"
1349,m9sh1b3jm0p1,2025-01-20,Q3,1:00,"Jordin Canada makes free throw (2pt.)",57,73,Vinyl,"Jordin Canada"
1350,m9sh1b3jm0p1,2025-01-20,Q3,0:52.0,"Natisha Hiedeman misses three point shot",57,73,Phantom,"Natisha Hiedeman"
1351,m9sh1b3jm0p1,2025-01-20,Q3,0:52.0,"Vinyl defensive team rebound",57,73,Vinyl,NULL
1352,m9sh1b3jm0p1,2025-01-20,Q3,0:37.0,"Rae Burrell misses three point shot",57,73,Vinyl,"Rae Burrell"
1353,m9sh1b3jm0p1,2025-01-20,Q3,0:35.8,"Natisha Hiedeman defensive rebound",57,73,Phantom,"Natisha Hiedeman"
1354,m9sh1b3jm0p1,2025-01-20,Q3,0:29.0,"Satou Sabally makes two point shot",59,73,Phantom,"Satou Sabally"
1355,m9sh1b3jm0p1,2025-01-20,Q3,0:29.0,"Brittney Griner assist",59,73,Phantom,"Brittney Griner"
1356,m9sh1b3jm0p1,2025-01-20,Q3,0:16.4,"Jordin Canada misses two point shot",59,73,Vinyl,"Jordin Canada"
1357,m9sh1b3jm0p1,2025-01-20,Q3,0:14.9,"Natisha Hiedeman defensive rebound",59,73,Phantom,"Natisha Hiedeman"
