game_id,player_name,team,opponent,min,reb,offensive_rebounds,defensive_rebounds,ast,stl,blk,turnovers,pf,pts,game_date,fg_m,fg_a,three_pt_m,three_pt_a,ft_m,ft_a
xagwq6rm8vw7,"Courtney Williams","Lunar Owls",Rose,11,1,0,1,8,1,0,2,2,10,2025-01-18,4,7,2,2,0,0
xagwq6rm8vw7,"Kahleah Copper",Rose,"Lunar Owls",13,7,1,6,1,1,0,2,1,14,2025-01-18,7,13,0,2,0,1
xagwq6rm8vw7,"Lexie Hull",Rose,"Lunar Owls",3,0,0,0,0,0,0,0,1,0,2025-01-18,0,1,0,0,0,0
xagwq6rm8vw7,"Napheesa Collier","Lunar Owls",Rose,18,6,0,6,4,1,1,1,5,31,2025-01-18,14,23,1,6,2,2
xagwq6rm8vw7,"Shakira Austin","Lunar Owls",Rose,7,3,3,0,1,1,1,0,2,8,2025-01-18,3,8,0,0,1,2
xagwq6rm8vw7,"Skylar Diggins Smith","Lunar Owls",Rose,12,2,1,1,4,2,0,1,3,9,2025-01-18,3,6,1,2,1,1
yogi89xx6aw5,"Aliyah Boston",Vinyl,"Lunar Owls",13,9,3,6,1,0,0,1,3,14,2025-01-27,6,13,0,0,1,1
yogi89xx6aw5,"Allisha Gray","Lunar Owls",Vinyl,15,5,1,4,3,0,0,1,1,19,2025-01-27,8,14,1,3,1,1
yogi89xx6aw5,"Arike Ogunbowale",Vinyl,"Lunar Owls",15,10,1,9,7,1,0,0,2,12,2025-01-27,5,18,2,6,0,0
yogi89xx6aw5,"Cameron Brink","Lunar Owls",Vinyl,0,0,0,0,0,0,0,0,0,0,2025-01-27,0,0,0,0,0,0
yogi89xx6aw5,"Courtney Williams","Lunar Owls",Vinyl,8,6,1,5,4,1,0,1,1,6,2025-01-27,3,11,0,0,0,0
yogi89xx6aw5,"Dearica Hamby",Vinyl,"Lunar Owls",0,0,0,0,0,0,0,0,0,0,2025-01-27,0,0,0,0,0,0
yogi89xx6aw5,"Jordin Canada",Vinyl,"Lunar Owls",11,4,1,3,1,0,0,0,0,14,2025-01-27,5,11,2,5,1,1
yogi89xx6aw5,"Napheesa Collier","Lunar Owls",Vinyl,18,17,1,16,2,0,3,2,4,19,2025-01-27,8,16,0,2,2,2
yogi89xx6aw5,"Rae Burrell",Vinyl,"Lunar Owls",7,6,3,3,0,1,0,1,1,10,2025-01-27,4,13,2,5,0,0
yogi89xx6aw5,"Rhyne Howard",Vinyl,"Lunar Owls",13,4,2,2,1,0,1,1,6,7,2025-01-27,2,10,1,4,1,1
yogi89xx6aw5,"Shakira Austin","Lunar Owls",Vinyl,6,4,1,3,1,0,1,0,2,7,2025-01-27,2,6,0,1,2,2
yogi89xx6aw5,"Skylar Diggins Smith","Lunar Owls",Vinyl,12,3,1,2,4,1,0,0,1,16,2025-01-27,5,12,2,3,2,2
zfxe4imyud75,"Angel Reese",Rose,Phantom,11,7,2,5,0,1,2,2,2,13,2025-01-31,5,8,0,0,2,3
zfxe4imyud75,"Azura Stevens",Rose,Phantom,11,6,2,4,0,1,1,0,1,19,2025-01-31,8,15,0,5,2,3
zfxe4imyud75,"Brittney Griner",Phantom,Rose,13,4,0,4,1,0,2,4,4,12,2025-01-31,6,11,0,1,0,0
zfxe4imyud75,"Brittney Sykes",Rose,Phantom,0,0,0,0,0,0,0,0,0,0,2025-01-31,0,0,0,0,0,0
zfxe4imyud75,"Chelsea Gray",Rose,Phantom,15,0,0,0,6,0,0,1,1,16,2025-01-31,7,20,2,6,0,0
zfxe4imyud75,"Kahleah Copper",Rose,Phantom,11,9,0,9,1,0,0,1,2,10,2025-01-31,5,15,0,2,0,0
zfxe4imyud75,"Katie Lou Samuelson",Phantom,Rose,9,1,0,1,2,0,0,1,1,7,2025-01-31,3,4,1,1,0,0
zfxe4imyud75,"Lexie Hull",Rose,Phantom,13,3,1,2,1,2,0,0,2,5,2025-01-31,2,5,1,3,0,1
zfxe4imyud75,"Marina Mabrey",Phantom,Rose,0,0,0,0,0,0,0,0,0,0,2025-01-31,0,0,0,0,0,0
zfxe4imyud75,"Natasha Cloud",Phantom,Rose,12,3,1,2,4,1,1,1,2,11,2025-01-31,5,8,1,3,0,0
zfxe4imyud75,"Sabrina Ionescu",Phantom,Rose,19,9,2,7,8,0,2,3,1,32,2025-01-31,11,18,7,10,1,3
zfxe4imyud75,"Satou Sabally",Phantom,Rose,9,6,0,6,2,1,0,1,3,13,2025-01-31,4,10,3,4,1,2
zvudhzbxaaiq,"Alyssa Thomas",Laces,Rose,0,0,0,0,0,0,0,0,0,0,2025-02-01,0,0,0,0,0,0
zvudhzbxaaiq,"Angel Reese",Rose,Laces,8,15,5,10,3,0,1,0,5,6,2025-02-01,2,7,0,0,1,1
zvudhzbxaaiq,"Azura Stevens",Rose,Laces,13,8,3,5,2,0,0,0,3,23,2025-02-01,11,18,0,4,1,2
zvudhzbxaaiq,"Brittney Sykes",Rose,Laces,0,0,0,0,0,0,0,0,0,0,2025-02-01,0,0,0,0,0,0
zvudhzbxaaiq,"Chelsea Gray",Rose,Laces,15,3,2,1,8,0,0,2,2,28,2025-02-01,10,16,3,4,2,2
zvudhzbxaaiq,"Jackie Young",Laces,Rose,12,1,0,1,3,2,0,0,2,16,2025-02-01,4,12,4,7,2,3
zvudhzbxaaiq,"Kahleah Copper",Rose,Laces,13,8,1,7,0,0,1,2,4,21,2025-02-01,8,14,1,2,2,4
zvudhzbxaaiq,"Kate Martin",Laces,Rose,12,6,1,5,0,1,0,0,1,8,2025-02-01,3,11,0,5,1,1
zvudhzbxaaiq,"Kayla Mcbride",Laces,Rose,15,6,1,5,2,0,0,0,5,20,2025-02-01,7,15,2,7,3,4
zvudhzbxaaiq,"Lexie Hull",Rose,Laces,12,3,1,2,3,0,0,1,5,5,2025-02-01,2,7,1,3,0,0
zvudhzbxaaiq,"Natisha Hiedeman",Laces,Rose,0,0,0,0,0,0,0,0,0,0,2025-02-01,0,0,0,0,0,0
zvudhzbxaaiq,"Stefanie Dolson",Laces,Rose,13,4,0,4,1,0,3,1,6,11,2025-02-01,4,7,1,2,1,1
zvudhzbxaaiq,"Tiffany Hayes",Laces,Rose,8,2,0,2,2,1,0,0,1,14,2025-02-01,4,9,0,1,3,3
